,name,size,price,reviews,rating,category,profit
3303,Traffic Rider,244.306944,0.0,14592,4.5,Games,0.0
3304,Cool Wallpapers for Pokemon,18.546688,0.0,3694,5.0,Photo & Video,0.0
3305,Kiwake Alarm Clock - Take back your mornings,57.243648,2.99,1536,4.0,Lifestyle,4592.64
3306,Microsoft Outlook - email and calendar,185.1392,0.0,32807,3.5,Productivity,0.0
3307,TankTrouble - Mobile Mayhem,19.456,1.99,42,4.0,Games,83.58
3308,SOUND Canvas,73.95328,19.99,36,4.0,Music,719.64
3309,パチスロ黄門ちゃま 喝,1637.367808,14.99,0,0.0,Games,0.0
3310,Ski Safari 2,223.045632,0.99,919,4.5,Games,909.81
3311,3D Maze Level 100,111.026176,0.0,22,4.5,Games,0.0
3312,LOL Movie: Change your face + voice!,64.729088,0.0,849,4.5,Photo & Video,0.0
3313,Export Messages - Save Print Backup Recover Text SMS iMessages,8.66304,4.99,284,3.5,Entertainment,1417.16
3314,Oil Hunt,243.789824,0.0,403,3.5,Games,0.0
3315,Her Story,1881.12896,2.99,346,4.0,Games,1034.54
3316,Keep - 移动健身教练 自由运动场,168.20736,0.0,550,4.5,Health & Fitness,0.0
3317,King of Thieves,183.34208,0.0,20911,4.5,Games,0.0
3318,Music Freedom - Unlimited Free MP3 Music Streaming,22.730752,0.0,1246,4.0,Music,0.0
3319,VR Roller Coaster,169.5232,0.0,107,3.5,Games,0.0
3320,Furdemption - A Quest For Wings,38.349824,2.99,703,5.0,Games,2101.9700000000003
3321,平安WiFi-手机必备的万能WiFi上网钥匙,56.961024,0.0,16,4.0,Utilities,0.0
3322,Cryptomator - Cloud Storage Encryption,33.99168,4.99,32,4.5,Productivity,159.68
3323,Odd Squad: Blob Chase,485.670912,1.99,38,3.5,Education,75.62
3324,Be Focused Pro - Focus timer & Goal Tracker,45.35808,1.99,643,4.5,Productivity,1279.57
3325,センバツLIVE!2017／第89回選抜高校野球大会公式アプリ,60.797952,0.0,0,0.0,News,0.0
3326,Bestie-Beauty Camera 360 & Portrait Selfie Editor,107.235328,0.0,1035,4.5,Photo & Video,0.0
3327,1+2=3,21.727232,0.0,2816,4.0,Games,0.0
3328,Sabertooth Tiger Simulator,122.32704,0.99,323,4.5,Games,319.77
3329,一筆書きゲーム！無料パズルで脳トレしよう！ by だーぱん,57.066496,0.0,0,0.0,Games,0.0
3330,Play Basketball Hoops 2017 - Real slam dunks game,175.461376,0.0,751,3.0,Games,0.0
3331,Tower Knights!,310.361088,0.0,334,4.0,Games,0.0
3332,ダウト～嘘つきオトコは誰？～,373.496832,0.0,8,4.0,Games,0.0
3333,Divide By Sheep,153.575424,2.99,138,4.5,Games,412.62
3334,Video Saver & Uploader-Save & Upload your Photo&Movie,11.715584,0.99,1754,4.0,Photo & Video,1736.46
3335,Snow Roll,36.985856,0.0,1533,4.0,Games,0.0
3336,戦艦帝国-200艘の実在戦艦を集めろ (2周年記念&世界2000万DL),127.147008,0.0,12,4.0,Games,0.0
3337,Minesweeper - Widget Edition,1.1264,0.99,52,4.0,Games,51.48
3338,Musical Video Creator Music+Videos illuminati Pro,17.2544,0.0,1588,3.5,Entertainment,0.0
3339,Fear For Sale: The 13 Keys HD - A Scary Hidden Object Mystery (Full),1591.455744,6.99,90,4.0,Games,629.1
3340,同花顺至尊版,126.493696,0.99,67,4.5,Finance,66.33
3341,特种部队-跨服竞技TCG军事策略游戏,140.28288,0.0,17,5.0,Games,0.0
3342,Unblue,3.767296,2.99,424,1.5,Productivity,1267.76
3343,Mr Jump,66.228224,0.0,33282,4.5,Games,0.0
3344,Zig Zag Boom,113.618944,0.0,3242,4.5,Games,0.0
3345,Chrome Death,81.897472,0.0,234,3.5,Games,0.0
3346,Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds,20.52096,1.99,51,3.5,Entertainment,101.49
3347,CPlus for Craigslist app - mobile classifieds,120.219648,0.0,13345,5.0,Catalogs,0.0
3348,Domino Drop,43.565056,1.99,2272,4.5,Games,4521.28
3349,Pursuit of Light,33.284096,0.99,2114,4.5,Games,2092.86
3350,Jelly Jump,249.597952,0.0,48694,4.5,Games,0.0
3351,Green the Planet,14.761984,0.0,5660,4.5,Games,0.0
3352,Century City,83.817472,0.0,20147,4.5,Games,0.0
3353,MARVEL Future Fight,1350.787072,0.0,20906,4.5,Games,0.0
3354,Baby Cries Translator,16.4352,2.99,12,1.5,Health & Fitness,35.88
3355,Storm Radar,93.304832,0.0,22792,4.5,Weather,0.0
3356,Boom Boom Soccer,169.730048,0.0,91,3.0,Games,0.0
3357,The Lost Heir: The Fall of Daria,47.48288,2.99,253,5.0,Games,756.47
3358,"""HOOK""",76.611584,0.99,959,5.0,Games,949.41
3359,Carbo - Handwriting in the Digital Age,55.131136,7.99,39,3.5,Productivity,311.61
3360,Tsuro - The Game of the Path,104.660992,2.99,539,4.5,Games,1611.6100000000001
3361,Sisters: A Virtual Reality Ghost Story,306.997248,0.0,251,4.0,Entertainment,0.0
3362,Disney Magical Dice,270.143488,0.0,947,4.0,Games,0.0
3363,Battle Supremacy: Evolution,1114.858496,4.99,308,3.5,Games,1536.92
3364,Psych,38.13376,0.0,635,4.0,Games,0.0
3365,Fleet Air Travel Guide & Airport Directory,51.909632,0.0,105,3.5,Travel,0.0
3366,Disney Color and Play,193.829888,0.0,658,3.0,Entertainment,0.0
3367,"Quick Reposter - Repost, Regram and Reshare Photos",16.826368,0.0,17694,4.5,Social Networking,0.0
3368,Jurassic Virtual Reality (VR),116.91008,0.0,88,3.0,Games,0.0
3369,Descendants,402.404352,0.0,4333,3.5,Games,0.0
3370,CHAOS RINGS Ⅲ,1731.15904,19.99,627,4.0,Games,12533.73
3371,Lumino City,2441.955328,4.99,6097,4.5,Games,30424.030000000002
3372,メンタルリープのアプリ：ワンダーウィーク（旧：ワンダーウィークス）,33.554432,1.99,0,0.0,Health & Fitness,0.0
3373,War Dragons,137.094144,0.0,25834,4.5,Games,0.0
3374,The Rock Clock™,89.194496,0.0,951,4.0,Utilities,0.0
3375,adidas Confirmed,62.336,0.0,1434,2.5,Lifestyle,0.0
3376,GAROU: MARK OF THE WOLVES,136.425472,3.99,162,4.5,Games,646.38
3377,Spring Festival by BabyBus,89.40544,0.0,0,0.0,Education,0.0
3378,MOOMIN -Welcome to Moominvalley-,125.079552,0.0,74,4.5,Games,0.0
3379,Black Box - Black Movie List,24.799232,0.0,136,1.5,Entertainment,0.0
3380,Player for Acapella Triller illuminati Edition,9.934848,0.0,2476,4.0,Lifestyle,0.0
3381,Falcon Simulator,170.082304,0.99,482,4.5,Games,477.18
3382,Within - VR (Virtual Reality),118.566912,0.0,343,4.0,Entertainment,0.0
3383,Snail Bob 2 Deluxe,460.804096,2.99,114,4.5,Games,340.86
3384,ごちうさアラーム～チノ編～,18.604032,5.99,2,5.0,Entertainment,11.98
3385,Runestone Keeper,190.76608,2.99,95,4.5,Games,284.05
3386,FATAL FURY SPECIAL,85.696512,3.99,39,4.0,Games,155.61
3387,Extreme Car Driving Simulator Free,170.371072,0.0,28900,4.5,Games,0.0
3388,Star Trek ® - Wrath of Gems,319.6928,0.0,2636,4.0,Games,0.0
3389,Flight Pilot Simulator 3D: Flying Game For Free,142.512128,0.0,60360,5.0,Games,0.0
3390,Block Party : Mini Game With Worldwide Multiplayer,95.862784,0.99,250,4.0,Games,247.5
3391,My Newborn Kitty - Fluffy Care,97.374208,0.0,230,3.5,Games,0.0
3392,Progress to 100,98.574336,0.99,3746,4.5,Games,3708.54
3393,Batman: Arkham Underworld,783.700992,0.0,9287,4.5,Games,0.0
3394,Plug for Minecraft PE,14.828544,2.99,5969,4.0,Games,17847.31
3395,Skiing Yeti Mountain,73.926656,0.0,2830,5.0,Games,0.0
3396,Lara Croft: Relic Run,240.062464,0.0,3366,4.0,Games,0.0
3397,Simple Reversi Online,10.053632,0.0,0,0.0,Games,0.0
3398,Gun Fu: Stickman 2,110.21312,0.0,1664,4.5,Games,0.0
3399,Riddle Stones - Cross Numbers,115.761152,0.0,707,4.0,Games,0.0
3400,Noizio,31.550464,1.99,167,4.5,Music,332.33
3401,The Mesh,102.760448,1.99,714,4.5,Games,1420.86
3402,BEAKER by THIX,69.615616,0.0,94,3.5,Education,0.0
3403,Prison Life RPG,100.12672,3.99,135,4.5,Games,538.65
3404,CARROT Weather - Talking Forecast Robot,57.4464,3.99,4913,4.5,Weather,19602.870000000003
3405,超ヒモ理論 ～働きたくないでござる～,55.532544,0.0,8,5.0,Games,0.0
3406,Transformers Rescue Bots: Dino Island,87.120896,2.99,21,3.0,Book,62.790000000000006
3407,Lords & Castles - Medieval War Strategy MMO Games,251.610112,0.0,439,4.0,Games,0.0
3408,Roll the Ball™ - slide puzzle,173.8496,0.0,20911,4.5,Games,0.0
3409,Get 'Em,719.419392,0.99,40,4.0,Games,39.6
3410,Analog Tokyo,18.935808,0.99,19,4.0,Photo & Video,18.81
3411,Spring Cleaning 2,0.761856,0.99,15,4.5,Productivity,14.85
3412,Burly Men at Sea,208.705536,4.99,48,4.0,Games,239.52
3413,Hovercraft - Build Fly Retry,107.164672,0.0,14123,4.5,Games,0.0
3414,Google Photos - unlimited photo and video storage,160.21504,0.0,88742,5.0,Photo & Video,0.0
3415,さすゆう -さすがは勇者様です-無料放置系お手軽RPG!!,50.743296,0.0,0,0.0,Games,0.0
3416,Impulse GP - Super Bike Racing,140.515328,0.0,147,4.0,Games,0.0
3417,Exit Zone,16.692224,0.0,875,4.0,Games,0.0
3418,RAD Boarding,121.370624,0.0,944,4.0,Games,0.0
3419,Evil Minds: Dirty Charades!,123.353088,0.99,380,4.5,Games,376.2
3420,Fruit Nibblers,150.9888,0.0,14505,4.5,Games,0.0
3421,Ys Chronicles 1,450.259968,4.99,118,4.0,Games,588.82
3422,Puzzle it to 10,55.441408,0.0,27,4.5,Games,0.0
3423,Blackbox - think outside the box,100.39296,0.0,80058,5.0,Games,0.0
3424,Moji™,28.156928,0.0,439,2.5,Entertainment,0.0
3425,Shooty Skies - Endless Arcade Flyer,221.495296,0.0,16948,4.5,Games,0.0
3426,黄金日-贵金属理财投资黄金白银,51.837952,0.0,0,0.0,Finance,0.0
3427,Streaks,66.332672,3.99,2279,4.5,Productivity,9093.210000000001
3428,One More Bounce,112.745472,0.0,129,4.5,Games,0.0
3429,One More Jump,110.811136,0.0,806,4.5,Games,0.0
3430,Cookie Run: OvenBreak,123.984896,0.0,1976,4.5,Games,0.0
3431,Dragon Hills,175.003648,1.99,5508,4.5,Games,10960.92
3432,Egz – The Origin of the Universe,200.281088,3.99,43,4.0,Games,171.57000000000002
3433,SmartForm - 見積書・納品書・請求書・領収書作成ソフトの新定番！,18.051072,5.99,0,0.0,Business,0.0
3434,Coco Pony - My Dream Pet,256.222208,0.0,1627,4.5,Games,0.0
3435,PlayGround • Music At Your Fingertips,190.360576,0.0,150,4.5,Music,0.0
3436,グルータ / 最新ニュースまとめをグループチャットで！(Grouta),47.905792,0.0,0,0.0,News,0.0
3437,Go Karts - VR,94.220288,0.0,20,1.5,Games,0.0
3438,Hiking Project,88.667136,0.0,247,4.0,Sports,0.0
3439,the SOUL of SEVENS【ソウル オブ セブンス】,168.889344,0.0,0,0.0,Games,0.0
3440,Drive Ahead!,250.080256,0.0,19776,4.5,Games,0.0
3441,Bubble Shoot Pet,58.33216,0.0,914,4.5,Games,0.0
3442,LOOPIMAL by YATATOY,58.01984,3.99,336,4.5,Education,1340.64
3443,My Water Balance: Daily Drink Tracker & Reminder,91.650048,0.0,1601,4.5,Health & Fitness,0.0
3444,OK K.O.! Lakewood Plaza Turbo,1614.744576,0.0,430,4.5,Games,0.0
3445,SUDOKU -The puzzle game that makes your brain younger!-,19.547136,0.0,0,0.0,Games,0.0
3446,Legend of Grimrock,1215.169536,4.99,452,4.5,Games,2255.48
3447,Farming PRO 2015,142.140416,1.99,560,4.0,Games,1114.4
3448,World Craft - Epic Dream Island,150.025216,0.0,2102,2.5,Games,0.0
3449,21 Days Metabolic Diet,13.816832,2.99,0,0.0,Health & Fitness,0.0
3450,Baby Pics - pregnancy & baby milestone photos,188.807168,2.99,1872,4.5,Photo & Video,5597.280000000001
3451,AO Creator - Creator for Pokémon,87.64928,6.99,1032,3.5,Utilities,7213.68
3452,Kiwi - Q&A,101.88288,0.0,1538,4.0,Social Networking,0.0
3453,Final Guitar - absolute guitar app,52.610048,0.99,0,0.0,Music,0.0
3454,Pinata Hunter 3,38.805504,0.0,199,4.0,Games,0.0
3455,网易考拉海购—新人免费领取1000元优惠券,77.58336,0.0,23,4.5,Shopping,0.0
3456,Pancake – The Game,12.034048,0.0,4903,4.5,Games,0.0
3457,KORG iM1,95.29856,29.99,338,4.5,Music,10136.619999999999
3458,Blackthorn Castle,113.778688,2.99,399,5.0,Games,1193.01
3459,Focus To-Do: The Best Focus Timer for Work & Study,42.187776,0.99,813,4.5,Productivity,804.87
3460,ピグパーティ - きせかえ・アバターで楽しむトークアプリ,102.996992,0.0,1,1.0,Social Networking,0.0
3461,Knotmania,30.010368,2.99,14,3.0,Games,41.86
3462,Pathfinder Adventures,729.790464,0.0,1498,4.0,Games,0.0
3463,My New Baby Story - Makeup Spa & Dressup Games,55.86944,0.0,1253,4.0,Games,0.0
3464,GOAT: Buy & Sell Sneakers,133.889024,0.0,3116,4.5,Shopping,0.0
3465,Ringtone Remixes - Marimba Remix Ringtones,13.437952,0.0,213,3.5,Catalogs,0.0
3466,LINE FIGHTERS,136.356864,0.0,1,5.0,Games,0.0
3467,Vikings: War of Clans,142.196736,0.0,7969,4.5,Games,0.0
3468,Devious Dungeon 2,114.266112,2.99,335,4.5,Games,1001.6500000000001
3469,Escape Game Darkness LittleRedHood,549.84704,0.0,1,1.0,Games,0.0
3470,Little Panda Mini Games-3D,441.39008,0.0,9,4.0,Education,0.0
3471,Layout from Instagram,9.355264,0.0,12616,4.5,Photo & Video,0.0
3472,Doom & Destiny Advanced,114.0736,2.99,117,4.0,Games,349.83000000000004
3473,YAHTZEE® With Buddies: The Classic Dice Game,420.385792,0.0,40446,4.0,Games,0.0
3474,Air Display 3,60.604416,9.99,228,3.0,Utilities,2277.7200000000003
3475,Noodles!,30.650368,1.99,917,4.5,Games,1824.83
3476,Rush Rally 2,161.444864,0.99,135,4.5,Games,133.65
3477,Cyber Reversi,52.166656,0.0,0,0.0,Games,0.0
3478,激ムズ！和のひとふで書き！ 〜頭をつかう脳トレパズルゲーム〜,95.245312,0.0,0,0.0,Games,0.0
3479,Winterstate,148.738048,0.0,108,3.5,Games,0.0
3480,Bike Race Level 100,98.312192,0.0,1,5.0,Games,0.0
3481,Adobe Spark Page — Create Stunning Web Pages,120.11008,0.0,2528,4.5,Productivity,0.0
3482,ACDSee Pro,105.525248,6.99,130,4.5,Photo & Video,908.7
3483,Robocide,243.791872,0.0,599,4.5,Games,0.0
3484,Sonic Dash 2: Sonic Boom,190.799872,0.0,5697,4.5,Games,0.0
3485,Hoverboard Simulator,29.43488,0.0,325,3.5,Games,0.0
3486,High Dive,120.923136,0.0,249,4.5,Games,0.0
3487,Unison League,71.931904,0.0,36414,4.5,Games,0.0
3488,Goat Simulator GoatZ,408.956928,4.99,3035,4.0,Games,15144.650000000001
3489,Smurfs Epic Run - Fun Platform Adventure,335.666176,0.0,1944,4.0,Games,0.0
3490,RAID HQ,150.372352,0.0,737,3.5,Games,0.0
3491,Stray Cat Simulator,170.766336,0.99,1892,4.5,Games,1873.08
3492,Sky Whale - a Game Shakers App,306.733056,0.0,3248,4.5,Games,0.0
3493,Imbroglio,40.808448,3.99,184,4.5,Games,734.1600000000001
3494,The Walking Dead: Road to Survival - Strategy Game,151.109632,0.0,16116,4.5,Games,0.0
3495,Eye Training Cocololo-3dステレオグラム視力回復アプリ-,66.277376,0.0,6,5.0,Medical,0.0
3496,Xenowerk,160.539648,0.99,978,4.5,Games,968.22
3497,Geki Yaba Runner,117.735424,0.0,41,4.0,Games,0.0
3498,UNKILLED: MULTIPLAYER ZOMBIE SURVIVAL SHOOTER GAME,790.288384,0.0,3634,4.0,Games,0.0
3499,Hello Kitty Lunchbox – Food Maker,478.513152,0.0,694,4.5,Games,0.0
3500,My Friend Scooby-Doo!,600.293376,2.99,80,4.0,Entertainment,239.20000000000002
3501,Nom Cat - Endless feeding frenzy arcade game,65.225728,0.0,5655,4.5,Games,0.0
3502,HoPiKo,84.405248,1.99,553,4.0,Games,1100.47
3503,Adventures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game,966.43584,3.99,148,4.5,Games,590.52
3504,The Last Vikings,89.121792,0.0,4919,4.5,Games,0.0
3505,Musical Video Maker - Create Music clips lip sync,28.5184,0.0,320,3.5,Music,0.0
3506,Solitairica,207.793152,3.99,431,4.5,Games,1719.69
3507,A high resolution music player - NePLAYER,21.92896,14.99,27,4.0,Music,404.73
3508,New Emoji - Extra Emoji Stickers,93.09184,1.99,253,1.5,Utilities,503.46999999999997
3509,The Walking Dead: No Man's Land,574.139392,0.0,21016,4.5,Games,0.0
3510,rop,21.389312,0.99,2318,4.5,Games,2294.82
3511,The Quest Keeper,119.513088,0.0,2232,4.5,Games,0.0
3512,Free Music Play - Mp3 Streamer & Player,18.927616,0.0,2496,4.5,Music,0.0
3513,Into Light,454.002688,0.99,18,2.5,Games,17.82
3514,Splendor™,130.527232,2.99,444,4.0,Games,1327.5600000000002
3515,Cosmic-Watch,178.203648,4.99,85,4.5,Education,424.15000000000003
3516,Asphalt Xtreme: Offroad Rally Racing,1165.103104,0.0,3960,4.0,Games,0.0
3517,"HBO NOW: Stream original series, hit movies & more",41.04192,0.0,7477,2.5,Entertainment,0.0
3518,Lara Croft GO,1176.644608,4.99,6431,5.0,Games,32090.690000000002
3519,Sago Mini Boats,119.345152,2.99,31,4.5,Education,92.69000000000001
3520,Battleplans - #1 Battle Strategy & Defense Game,291.126272,0.0,785,4.5,Games,0.0
3521,Submerged: Miku and the Sunken City,445.100032,4.99,88,3.0,Games,439.12
3522,InMind VR (Cardboard),230.836224,0.0,115,4.5,Games,0.0
3523,Does not Commute,87.481344,0.0,5645,4.0,Games,0.0
3524,Galactic Keep,518.226944,3.99,169,4.5,Games,674.3100000000001
3525,City Cars Adventures by BUBL,175.301632,2.99,13,3.5,Education,38.870000000000005
3526,100! Block Puzzle - Color jigsaw 10x10 board game,26.438656,0.0,18821,4.5,Games,0.0
3527,Prune,105.950208,3.99,719,4.0,Games,2868.81
3528,Hugsafe Petracker,3.115008,0.0,0,0.0,Utilities,0.0
3529,Scrivener,13.418496,19.99,651,4.5,Productivity,13013.49
3530,Stop! Thief!!,433.222656,0.0,9,3.0,Games,0.0
3531,Filters for iPhone and iPad,91.374592,1.99,97,4.0,Photo & Video,193.03
3532,Myth Kingdom:Wrath of Gauss,320.8192,0.0,0,0.0,Games,0.0
3533,Mastering the piano with Lang Lang,199.975936,0.0,6,4.5,Education,0.0
3534,Flick Field Goal 17,98.31424,0.0,968,4.5,Games,0.0
3535,Flick Quarterback 17,103.305216,0.0,4371,4.5,Games,0.0
3536,Severed,236.545024,2.99,1580,5.0,Games,4724.200000000001
3537,Dash Masters,155.984896,0.0,149,4.0,Games,0.0
3538,Periscope - Live Video Streaming Around the World,108.550144,0.0,6062,3.5,Social Networking,0.0
3539,Arrow Ambush,25.895936,0.0,32020,5.0,Games,0.0
3540,Fix It Girls - House Makeover,98.941952,0.0,2091,4.5,Games,0.0
3541,LiveMixtapes,63.872,0.0,555,4.0,Music,0.0
3542,Rummikub®,168.66304,2.99,447,3.0,Games,1336.5300000000002
3543,Hallmark eCards,46.342144,0.0,520,4.0,Lifestyle,0.0
3544,"MakeupPlus - Natural, Professional Makeup Looks",115.11296,0.0,3987,4.5,Photo & Video,0.0
3545,蜜芽 - 生娃养娃上蜜芽,86.094848,0.0,11,3.5,Shopping,0.0
3546,Blossom Blast Saga - Fun Flower Match & Grow Game,70.504448,0.0,29475,4.5,Games,0.0
3547,Five Nights at Freddy's 3,47.722496,2.99,9876,4.5,Games,29529.24
3548,PowerSchool Mobile,39.950336,0.0,4547,4.0,Education,0.0
3549,METAL SAGA -Ark in the wild land-,173.882368,0.0,0,0.0,Games,0.0
3550,Princess Fairy Rush - Pony Rainbow Adventure,185.982976,0.0,435,4.5,Games,0.0
3551,( OFFTIME ) light – Track how much you use your phone & Digital Detox and unplug to focus,28.471296,2.99,22,2.0,Health & Fitness,65.78
3552,Blackwell 4: Deception,646.467584,3.99,31,5.0,Games,123.69000000000001
3553,Bejeweled Stars,161.083392,0.0,7486,4.0,Games,0.0
3554,Jelly Squares Free,52.018176,0.0,173,4.5,Games,0.0
3555,Laundry Day - Care Symbol Reader,14.903296,0.99,34,4.5,Productivity,33.66
3556,Mimpi Dreams,171.659264,0.99,1554,4.5,Games,1538.46
3557,New Star Cricket,88.300544,0.0,109,4.5,Games,0.0
3558,Demon Hunter: Chronicles from Beyond (Full),590.045184,4.99,17,4.5,Games,84.83
3559,GIPHY. The GIF Search Engine for All the GIFs,48.201728,0.0,2069,4.5,Photo & Video,0.0
3560,Exify - Tools for Photos,8.33536,1.99,34,4.0,Photo & Video,67.66
3561,Head Basketball,133.572608,0.0,18037,4.5,Games,0.0
3562,SongPop 2 - Guess The Song,117.98528,0.0,9517,4.5,Games,0.0
3563,pixivコミック - みんなのマンガアプリ,92.557312,0.0,12,3.5,Book,0.0
3564,殺意の国のアリス -狂気に目覚めた童話の主人公たち-,53.94432,0.0,0,0.0,Games,0.0
3565,Door Kickers,1017.208832,4.99,515,5.0,Games,2569.85
3566,豪快ショット連発！ストレス発散テニスゲーム「エアK」,35.436544,0.0,0,0.0,Sports,0.0
3567,三国杀传奇-神将觉醒,223.821824,0.0,19,1.5,Games,0.0
3568,Return to Grisly Manor,176.520192,0.99,116,5.0,Games,114.84
3569,《女性口コミNo.1》水晶玉子の幸福領域占い,12.980224,0.0,1,3.0,Entertainment,0.0
3570,Weaphones Antiques: Firearms Simulator,39.276544,1.99,116,4.5,Games,230.84
3571,スロットマニア・フィーバー～本場ラスベガススロット,131.524608,0.0,11,4.5,Games,0.0
3572,Sky Force Reloaded,600.387584,0.0,7429,4.5,Games,0.0
3573,Draw a Stickman: EPIC 2,265.324544,1.99,1410,4.5,Games,2805.9
3574,Basketball Stars™,141.687808,0.0,28216,4.0,Games,0.0
3575,Confusions de lettres,5.000192,2.99,0,0.0,Education,0.0
3576,Monkey Swingers,61.336576,0.0,60,4.0,Games,0.0
3577,CloudPets Gold,293.900288,4.99,329,2.5,Entertainment,1641.71
3578,Giffage – The GIF Keyboard for GIFs,64.018432,0.0,315,3.5,Utilities,0.0
3579,Patterning : Drum Machine,134.340608,9.99,306,5.0,Music,3056.94
3580,∞ Infinity Loop,53.27872,0.0,1773,4.5,Games,0.0
3581,最長１週間の献立が簡単に作れるme:new（ミーニュー）,39.937024,0.0,0,0.0,Food & Drink,0.0
3582,Dragon Heroes: Shooter RPG,672.897024,0.0,265,4.5,Games,0.0
3583,edjing Pro DJ Music Mixer: turntable to remix MP3,113.533952,8.99,153,4.0,Music,1375.47
3584,Superdrug,26.830848,0.0,0,0.0,Health & Fitness,0.0
3585,Little Broken Robots,62.683136,0.0,539,4.5,Games,0.0
3586,Green Riding Hood,316.589056,0.0,392,4.0,Book,0.0
3587,Terra Monsters 3,395.485184,0.0,76,3.5,Games,0.0
3588,My Boost,32.713728,0.0,83,2.5,Utilities,0.0
3589,Battlestar Galactica: Squadrons™,351.164416,0.0,1938,4.0,Games,0.0
3590,真モグモグ風林火山2,2864.631808,12.99,0,0.0,Games,0.0
3591,Goat Simulator MMO Simulator,530.618368,4.99,2277,4.5,Games,11362.230000000001
3592,A Noble Circle,79.404032,0.99,1886,5.0,Games,1867.1399999999999
3593,Red Ball UP! - Bounce Dash & Dodge Spikes,18.182144,0.0,493,3.5,Games,0.0
3594,全民夺宝-时尚购潮流商品平台,29.333504,0.0,18,4.5,Entertainment,0.0
3595,DayGram - One line a day Diary (Note/Journal),38.81984,0.99,69,4.5,Lifestyle,68.31
3596,Harvest Land,139.517952,0.0,1047,4.5,Games,0.0
3597,みんなのお弁当 by クックパッド ~お弁当をレシピ付きで記録・共有~,51.1744,0.0,0,0.0,Food & Drink,0.0
3598,Blitz Breaker,50.9696,2.99,39,4.0,Games,116.61000000000001
3599,Sofia the First: The Secret Library,610.469888,3.99,42,3.5,Entertainment,167.58
3600,Thumbly Keyboard,60.309504,1.99,53,3.0,Utilities,105.47
3601,WeicoPro 4,80.96768,0.99,106,3.0,Social Networking,104.94
3602,Never Gone,725.459968,0.0,87,4.0,Games,0.0
3603,Sorcery! 3,332.834816,4.99,171,4.5,Games,853.2900000000001
3604,Grim Fandango Remastered,3521.220608,4.99,235,4.0,Games,1172.65
3605,Composer's Sketchpad,175.49312,3.99,33,3.5,Music,131.67000000000002
3606,她社区-只有女生的社区！,87.477248,0.0,23,4.0,Lifestyle,0.0
3607,Scanner For Me - PDF Scan with OCR for Documents,172.691456,4.99,1976,4.5,Business,9860.24
3608,Sniper Fury: Fun Mobile Shooter Game,1042.634752,0.0,8596,4.5,Games,0.0
3609,Cooking Dash™,154.318848,0.0,33808,4.0,Games,0.0
3610,Family Organizer - Calendar Planner,72.469504,0.0,828,4.5,Productivity,0.0
3611,Inke—Broadcast an amazing life,137.212928,0.0,147,4.0,Social Networking,0.0
3612,World Conqueror 3,69.404672,0.99,1094,4.5,Games,1083.06
3613,Pop the Lock,39.330816,0.0,28754,4.5,Games,0.0
3614,中国搜索-国家权威搜索,56.249344,0.0,7,4.5,Utilities,0.0
3615,Nonstop Knight,161.026048,0.0,6841,4.5,Games,0.0
3616,Browser and File Manager for Documents,42.198016,0.0,27750,5.0,Utilities,0.0
3617,GROW：JOURNEY TO THE LIGHT,70.346752,0.99,0,0.0,Games,0.0
3618,GENIUS Movie Idioms1000,117.142528,9.99,0,0.0,Education,0.0
3619,Northern Lights Photo Taker,9.326592,0.99,29,4.0,Photo & Video,28.71
3620,Kill Shot Bravo,104.240128,0.0,22444,4.5,Games,0.0
3621,R.B.I. Baseball 15,2318.708736,4.99,1510,3.5,Games,7534.900000000001
3622,DragonVale World,117.929984,0.0,6379,4.5,Games,0.0
3623,Words Crush: Hidden Words!,117.254144,0.0,23735,4.5,Games,0.0
3624,Stupid Zombies 3,154.107904,0.0,10159,5.0,Games,0.0
3625,To-Fu Fury,651.927552,0.99,1331,4.5,Games,1317.69
3626,教えて!goo,44.208128,0.0,0,0.0,Reference,0.0
3627,Buddy Toss,129.190912,0.0,1018,4.0,Games,0.0
3628,Lost Within,1196.982272,3.99,510,4.5,Games,2034.9
3629,Til Morning's Light,1431.842816,3.99,715,4.5,Games,2852.8500000000004
3630,Tales From Deep Space,896.630784,3.99,110,4.0,Games,438.90000000000003
3631,Fit Men Cook - Healthy Recipes,159.45216,3.99,1187,5.0,Food & Drink,4736.13
3632,Wrassling,53.612544,0.0,1934,4.5,Games,0.0
3633,OPERATION DRACULA,302.26944,2.99,64,4.0,Games,191.36
3634,"TLMJ, Tout Le Monde Joue",22.126592,0.0,0,0.0,Games,0.0
3635,ファンタジードライブ【快進撃3DRPG】,176.689152,0.0,5,4.5,Games,0.0
3636,霸王卧龙传,75.983872,0.99,1,5.0,Games,0.99
3637,Neon Chrome,206.268416,9.99,439,5.0,Games,4385.61
3638,WorkMeOut - Jaber Al-Rasheed,74.928128,2.99,118,4.5,Health & Fitness,352.82000000000005
3639,LEGO® Batman: Beyond Gotham,1264.98816,4.99,756,4.0,Games,3772.44
3640,全民暴力摩托-暴力摩托3d免费真实赛车小游戏,244.779008,0.0,0,0.0,Games,0.0
3641,BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,65.159168,0.99,24,1.5,Photo & Video,23.759999999999998
